3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,14,1,1,13,1,13,1,12,1,13,1,12,1,13,1,1,10,1,3,
3,1,9,15,1,1,1,15,15,1,9,14,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,11,1,1,1,11,1,1,1,1,1,3,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,3,
3,10,1,15,14,9,1,1,15,14,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,1,10,10,1,10,10,1,1,10,10,10,1,1,3,
3,10,1,12,1,12,1,12,1,12,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,15,15,14,1,10,10,1,1,14,14,9,1,1,10,1,3,
3,10,1,1,11,1,11,1,11,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,1,10,10,1,1,10,10,1,1,10,10,1,1,3,
3,10,1,13,1,13,1,13,1,13,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,14,14,15,1,10,10,10,1,9,14,15,1,10,10,1,3,
3,10,1,10,1,10,1,10,1,10,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,5,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,11,10,9,10,10,1,11,11,1,10,10,9,10,1,1,1,11,1,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,10,9,1,10,1,1,1,10,9,9,10,10,10,1,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,9,11,10,10,9,1,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,10,1,10,1,10,1,9,1,1,1,11,1,1,1,1,1,1,1,10,1,10,10,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,10,9,10,9,11,11,10,10,10,1,9,10,1,9,1,1,1,1,1,10,11,1,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,11,1,1,12,11,9,9,1,1,11,1,1,1,1,1,1,1,1,1,1,1,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3
